site,date,n_scenes,scenes,coverage,cloud_frac,valid_frac,blue_median,mndwi_thr,thr_method,water_nir_green,water_blue,site_ha,water_ha,water_frac,wet_veg_ha,ndwi_water_ha,scl_water_ha,ndti_mean,ndci_mean,ndci_p90,bloom_frac,quality,processed_at
brenne,2018-06-28,8,S2B_30TYS_20180628_0_L2A;S2B_30TYS_20180628_1_L2A;S2B_30TYT_20180628_0_L2A;S2B_30TYT_20180628_1_L2A;S2B_31TCM_20180628_0_L2A;S2B_31TCM_20180628_1_L2A;S2B_31TCN_20180628_0_L2A;S2B_31TCN_20180628_1_L2A,1.0,0.0016,0.9984,0.0359,-0.2148,otsu,0.742,0.0356,57957.1,2751.6,0.0476,1883.4,2077.1,320.0,-0.0411,0.0928,0.182,0.0656,ok,2026-09-03T17:51:48+00:00
brenne,2018-06-30,4,S2A_30TYS_20180630_0_L2A;S2A_30TYT_20180630_0_L2A;S2A_31TCM_20180630_0_L2A;S2A_31TCN_20180630_0_L2A,1.0,0.0879,0.9121,0.0322,-0.1758,otsu,0.693,0.0152,57957.1,2382.8,0.0451,1202.9,1936.6,1571.4,-0.0506,0.1531,0.2841,0.3062,ok,2026-09-03T17:53:25+00:00
brenne,2018-07-03,8,S2A_30TYS_20180703_0_L2A;S2A_30TYS_20180703_1_L2A;S2A_30TYT_20180703_0_L2A;S2A_30TYT_20180703_1_L2A;S2A_31TCM_20180703_0_L2A;S2A_31TCM_20180703_1_L2A;S2A_31TCN_20180703_0_L2A;S2A_31TCN_20180703_1_L2A,1.0,0.0895,0.9105,0.0384,0.0,fijo,0.598,0.0231,57957.1,1192.6,0.0226,391.4,1175.5,538.8,-0.0758,0.1244,0.255,0.2225,ok,2026-09-03T17:53:25+00:00
brenne,2018-07-05,1,S2B_30TYS_20180705_0_L2A,0.032,1.0032,0.0,0.1627,0.0,fijo,,,57957.1,0.0,0.0,0.1,0.0,0.0,,,,,sin_datos,2026-09-03T17:51:48+00:00
brenne,2018-07-08,8,S2B_30TYS_20180708_0_L2A;S2B_30TYS_20180708_1_L2A;S2B_30TYT_20180708_0_L2A;S2B_30TYT_20180708_1_L2A;S2B_31TCM_20180708_0_L2A;S2B_31TCM_20180708_1_L2A;S2B_31TCN_20180708_0_L2A;S2B_31TCN_20180708_1_L2A,1.0,0.3091,0.6909,0.0515,-0.2852,otsu,0.734,0.0489,57957.1,976.9,0.0244,5859.5,710.8,220.5,-0.0835,0.1202,0.2031,0.1096,nublado,2026-09-03T17:53:25+00:00
brenne,2018-07-10,4,S2A_30TYS_20180710_0_L2A;S2A_30TYT_20180710_0_L2A;S2A_31TCM_20180710_0_L2A;S2A_31TCN_20180710_0_L2A,1.0,0.1334,0.8666,0.0385,-0.1211,otsu,0.679,0.0268,57957.1,1896.8,0.0378,1213.4,1637.3,999.0,-0.0862,0.1479,0.2887,0.2729,ok,2026-09-03T17:53:25+00:00
brenne,2018-07-13,4,S2A_30TYS_20180713_0_L2A;S2A_30TYT_20180713_0_L2A;S2A_31TCM_20180713_0_L2A;S2A_31TCN_20180713_0_L2A,1.0,0.1461,0.8539,0.0417,-0.1836,otsu,0.661,0.0327,57957.1,1898.7,0.0384,2415.4,1593.0,670.6,-0.0765,0.1346,0.2635,0.2286,ok,2026-09-03T17:53:25+00:00
brenne,2018-07-15,4,S2B_30TYS_20180715_0_L2A;S2B_30TYT_20180715_0_L2A;S2B_31TCM_20180715_0_L2A;S2B_31TCN_20180715_0_L2A,1.0,0.12,0.88,0.0424,-0.1133,otsu,0.656,0.0283,57957.1,2225.2,0.0436,1342.2,1950.6,1524.5,-0.0795,0.147,0.2808,0.2801,ok,2026-09-03T17:53:25+00:00
brenne,2018-07-18,5,S2B_30TYS_20180718_0_L2A;S2B_30TYT_20180718_0_L2A;S2B_30TYT_20180718_1_L2A;S2B_31TCM_20180718_0_L2A;S2B_31TCN_20180718_0_L2A,1.0,0.6906,0.3094,0.0493,-0.2539,otsu,0.689,0.048,57957.1,410.3,0.0229,903.2,228.9,28.1,-0.0647,0.149,0.24,0.2093,nublado,2026-09-03T17:53:25+00:00
brenne,2018-07-20,2,S2A_30TYS_20180720_0_L2A;S2A_31TCM_20180720_0_L2A,1.0,0.5385,0.4615,0.0803,0.0,fijo,0.473,0.0527,57957.1,619.6,0.0232,470.8,627.2,394.4,-0.1379,0.1343,0.2822,0.2672,nublado,2026-09-03T17:53:25+00:00
